,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
375,genus,39948,Dialister,AENT01000008.101.1407,,,,,,,,,842.0,,480.0,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,530.0,900.0,,,,,1700.0,,,1768.0,,,,,,,,,,,,,,,,,,,,2258.0,1646.0,,,,,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,
376,genus,816,Bacteroides,AJ514258.1.1479,,,,,,,,,994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572.0,,,,,,,,,,,,,,,,,,,,,,,,,1243.0,,,,,,,,,1201.0,,,,,,
377,genus,1301,Streptococcus,AJ606046.1.1506,,,,,,,,,898.0,,,,,,,,,,,,,,,,,4401.0,,,,,,,,,,,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,genus,1301,Streptococcus,AP013072.2120508.2122051,,,,,,,,,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,genus,375288,Parabacteroides,ASSQ01000020.1189752.1191266,,,,,,,,,2408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,genus,816,Bacteroides,ATFP01000001.74465.75979,,,,,,,,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.0,,,,,,,,,,,
381,genus,1301,Streptococcus,ATVP01000036.1.1415,,,,,,,,,3088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,,,,,2536.0,,,,,,,,,,,,
382,genus,848,Fusobacterium,AXNU01000075.2291.3797,,,,,,,,,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,genus,29465,Veillonella,AY355141.1.1388,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,94.0,,,,,,,,,,,,
384,genus,29465,Veillonella,AY514996.1.1307,,,,,,,,,96.0,188.0,,,20.0,,,,,189.0,,,,,,,254.0,,,,,,,,,,124.0,,,,,,,,270.0,,,,,,256.0,,,,,,,,,,134.0,,,,,,,,,,,119.0,44.0,,,,,,,,,,,,,,457.0,,,,,,,231.0,,,,,,,,
385,genus,270497,Catabacter,AY574991.1.1453,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,,9.0,,,,,12.0,,,,,,,,,,,,,,1.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,5.0,
386,genus,946234,Flavonifractor,AY730662.1.1484,,,,,,,,,50.0,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,16.0,,,,,,,,,,,,,84.0,,,,,,,,,
387,species,818,Bacteroides thetaiotaomicron,AY895200.1.1342,,,,,,,,,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,genus,283168,Odoribacter,CP002544.1477119.1478630,,,,,,,,,422.0,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,67.0,,,,,,,,,,,,,,,,
389,species,246618,Bifidobacterium thermacidophilum,CP004346.2108342.2109877,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,species,45634,Streptococcus cristatus,CP004409.310245.311804,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,
391,genus,904,Acidaminococcus,EF028682.1.1367,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,13.0,,,,,,,,,,,,,,,48.0,
392,genus,122277,Pectobacterium,EF530558.1.1345,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,genus,816,Bacteroides,EU887841.1.1494,,,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,genus,158846,Megamonas,FJ489247.1.1478,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,68.0
395,family,186803,Lachnospiraceae,FJ611794.1.1404,,,,,,,,,239.0,,1889.0,1113.0,,,799.0,,,,,,557.0,,,,1411.0,606.0,172.0,,,,471.0,,,,,,,,,,,,2193.0,,,,1272.0,,,569.0,,,596.0,,369.0,,,1954.0,,816.0,,,785.0,1538.0,,,,,,,,,,,,876.0,313.0,,,,,,,,2181.0,,732.0,,,1086.0,,2268.0,,1388.0,,,,,,
396,genus,29465,Veillonella,GU403785.1.1481,,,,,,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,family,712,Pasteurellaceae,HQ717311.1.1298,,,,,,,,,1603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,,,,,,,,,,,,,,,,,556.0,,,,,,,,,,,1060.0,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,
398,genus,1678,Bifidobacterium,JDUO01000028.3914.5408,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,genus,165779,Anaerococcus,JN837490.1.1469,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
400,genus,82976,Buttiauxella,JTBE01000011.599155.600708,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,434.0,,,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,family,186803,Lachnospiraceae,NR_026106.1,,,,,,,,,443.0,,,2778.0,,,,,,,,,,,387.0,,,,754.0,,,1719.0,,,2040.0,,,,,,,,,,,972.0,,,,,,,,360.0,,,,,1110.0,,,,3827.0,,,,,950.0,,,,,,1480.0,,,,,,,,,,,327.0,,,1325.0,,,,,,,,,,,,,,895.0
402,genus,1485,Clostridium,NR_026149.1,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
403,genus,816,Bacteroides,NR_041277.1,,,,,,,,,2929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119.0,,,,,,,,1898.0,,,,,,,,,,,,,,,,,,,,,
404,genus,1508657,Ruminiclostridium,NR_041497.1,,,,,,,,,779.0,,1331.0,,,,,,,,,,,1428.0,,,,,1139.0,,,,,,,,,,45.0,,,,,1586.0,,,,,,,,,,,1697.0,,,,,,,,,,,,,607.0,,761.0,,,,,,,,,,,,275.0,,,,,,,,,,,,2680.0,,,,,,,,363.0
405,genus,620,Shigella,NR_074902.1,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,437.0,,,2133.0,,,,,,,,,,,,,,,,,227.0,,2968.0,,,,,,,,,3287.0,,,,,,1332.0,,2559.0,,,,3752.0,418.0,,,,,1166.0,24.0,1241.0,,1807.0,,125.0,,,6.0,,36.0,,,,,,,,2854.0,,1560.0,,
406,genus,2304692,Hungateiclostridium,NR_115345.1,,,,,,,,,273.0,,,,,,,923.0,,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.0,655.0,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,,
407,genus,397864,Barnesiella,NR_121773.1,,,,,,,,,1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.0,,,,,,,,,,,,,,,,,,,,,,,,,1436.0,,,,,
408,genus,906,Megasphaera,NR_134080.1,,,,,,,,,14.0,,,,,,14.0,,,,,14.0,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,,,,,8.0,,,,,,,,,,7.0,,,,,,,,,
409,genus,816,Bacteroides,AB050111.1.1397,,,,,,,,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,genus,816,Bacteroides,AB200217.1.1490,,,,,,,,,,308.0,,,3181.0,,,,,,,,,,,,,,99.0,,,,,,,,,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,,,3336.0,,,,,,,,,,,,,,,,,,,
411,genus,816,Bacteroides,AB200224.1.1490,,,,,,,,,,1815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,541.0,,,1106.0,,,,,,,,,,,,118.0,,,,
412,genus,375288,Parabacteroides,AB238924.1.1486,,,,,,,,,,3817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,genus,1301,Streptococcus,AB469560.1.1552,,,,,,,,,,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,1541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,genus,1301,Streptococcus,AB827327.1.1550,,,,,,,,,,2908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,family,186804,Peptostreptococcaceae,ABEZ02000014.123.1613,,,,,,,,,,4.0,,,,,3.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
416,genus,29465,Veillonella,AF439641.1.1400,,,,,,,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,genus,1350,Enterococcus,AF539705.1.1503,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,genus,816,Bacteroides,AFBN01000029.28.1540,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,genus,848,Fusobacterium,AGWJ02000019.161350.162845,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,genus,1301,Streptococcus,AM946015.309114.310657,,,,,,,,,,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.0,,,,,,,,,,
421,genus,29465,Veillonella,AY211542.1.1343,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,genus,816,Bacteroides,AY349154.1.1408,,,,,,,,,,477.0,,,,,,,,,,,,,,2092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966.0,,,,,,,,,,,,,,,,,,,,,,,,
423,genus,39948,Dialister,AY850119.1.1396,,,,,,,,,,1273.0,,,,,,,,,,1686.0,,,,,,,,,,,,,,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,family,186803,Lachnospiraceae,AZJE01000037.2302.3820,,,,,,,,,,2079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,genus,1301,Streptococcus,BASW01000028.214.1757,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,genus,165779,Anaerococcus,CAJJ020000053.1.1240,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
427,species,818,Bacteroides thetaiotaomicron,CDQO01001406.1637.3145,,,,,,,,,,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,genus,841,Roseburia,CP003040.3095887.3097421,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,406.0,,,,,,,113.0,,,,,,,,,,,,,
429,genus,1678,Bifidobacterium,CP007443.1851067.1852581,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,genus,904,Acidaminococcus,EF028678.1.1367,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,genus,2147,Acholeplasma,FJ590758.1.1575,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,genus,207244,Anaerostipes,FJ947528.1.1381,,,,,,,,,,1522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.0,,,585.0,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,231.0,
433,genus,946234,Flavonifractor,GU086207.1.1483,,,,,,,,,,220.0,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,
434,genus,122277,Pectobacterium,JENG01000025.21.1543,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,genus,1578,Lactobacillus,JF965391.1.1447,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,genus,816,Bacteroides,JGDP01000111.21.1535,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,genus,162289,Peptoniphilus,JN837491.1.1482,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,genus,82976,Buttiauxella,JN993998.1.1405,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,genus,1392389,Intestinimonas,JX101685.1.1488,,,,,,,,,,11.0,,,,,,,12.0,13.0,,,,,,2.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,2.0,,,,,,,,,2.0,,,11.0,,,,,24.0,,,,,,,,,,,,
440,species_group,1344959,Citrobacter freundii complex,KC489166.1.1438,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,genus,836,Porphyromonas,KM360064.1.1408,,,,,,,,,,66.0,,445.0,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,260.0,,,,690.0,,58.0,,,,,,,,,,,,,,,,195.0,,,,,,,,,,325.0,,,,,385.0
442,genus,1508657,Ruminiclostridium,NG_041947.1,,,,,,,,,,529.0,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,746.0,,,,,,,741.0,,,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,1588.0,,,,,,,,,,,,,,,,,,
443,species,1510,Thermoclostridium stercorarium,NR_025100.1,,,,,,,,,,1508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,genus,40544,Sutterella,NR_025600.1,,,,,,,,,,1212.0,,,,,,,,2905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,,,,,,,,,,,,,,,,,,5764.0,,,,,584.0,3888.0,,,,,,,,,,,2770.0,,,,,,,,,,,,,,,,
445,genus,1730,Eubacterium,NR_026330.1,,,,,,,,,,4784.0,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,,546.0,,,3051.0,,,,,,,,,,,,,,5542.0,,,,,,,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.0,,,
446,genus,1506553,Lachnoclostridium,NR_074613.1,,,,,,,,,,1677.0,,,,,,,74.0,,,,,,,,,,,,,,2675.0,,,,,1415.0,,,,,,,,,,,,,,,,,,,,3932.0,,,,,,,,,,,134.0,,,3428.0,270.0,,,,,,,,,,,,,,,,,765.0,243.0,,,,,,,,,,,
447,genus,620,Shigella,NR_074891.1,,,,,,,,,,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,family,186804,Peptostreptococcaceae,NR_104843.1,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,
449,genus,33024,Phascolarctobacterium,NR_112902.1,,,,,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,
450,species,818,Bacteroides thetaiotaomicron,NR_113067.1,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,genus,1485,Clostridium,NR_121758.1,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,genus,816,Bacteroides,AB214328.1.1484,,,,,,,,,,,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,genus,816,Bacteroides,AB222700.1.1488,,,,,,,,,,,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994.0,4910.0,,,,,,,,,,,,,,,,,,,,,,,,
454,genus,1678,Bifidobacterium,AB433856.1.1477,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,
455,genus,816,Bacteroides,AB531490.1.1488,,,,,,,,,,,2846.0,,,,,,,,,,,,,,,,,,,,561.0,,,,,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.0,,559.0,,,,,,3152.0,,,,,,,
456,genus,836,Porphyromonas,AB547667.1.1486,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,genus,239759,Alistipes,AB554230.1.1487,,,,,,,,,,,817.0,,,,,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654.0,,,,3911.0,,,,,,,,,,,,,,,,,,
458,genus,816,Bacteroides,AB599950.1.1411,,,,,,,,,,,4712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,genus,207244,Anaerostipes,ABAX03000028.532.2053,,,,,,,,,,,667.0,,,,,,,,,,,,,,,458.0,,,,,,,,,38.0,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,87.0,,,,,,,,,,,,,,,,169.0,,
460,genus,165779,Anaerococcus,ACGC01000107.40.1553,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
461,genus,397864,Barnesiella,ADLE01000001.1593.3112,,,,,,,,,,,4036.0,,,,,,,3370.0,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,491.0,7297.0,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,1344.0,,,,,,,,,,,,,,,,
462,genus,1678,Bifidobacterium,AF432082.1.1445,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,family,186803,Lachnospiraceae,AGEL01000006.263.1781,,,,,,,,,,,193.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,29.0,,77.0,,,,,,,,,,,,,,,,,,,,65.0,,,99.0,105.0,,,,,,,,,,261.0,
464,genus,816,Bacteroides,AGXU01000026.3443.4959,,,,,,,,,,,1598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,genus,816,Bacteroides,ASSO01000012.330141.331655,,,,,,,,,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,genus,816,Bacteroides,BAKM01000113.302.1808,,,,,,,,,,,853.0,,,,,,,,,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,,,,,,,,,,,,,,,,,529.0,
467,genus,1243,Leuconostoc,CP001758.925273.926830,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,genus,904,Acidaminococcus,EF028677.1.1366,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
