,community,sourceSeq,seqID,organism,ncbi_tax_id,multiplicity
1449,CC11CM3,AJ514258.1.1479,CC11CM3SCR1ce5e87a6bc44af3a04f71a2568750fe,Bacteroides coprosuis,151276,1243
1450,CC11CM3,AJ585206.1.1357,CC11CM3SCRe3fde22c29354720ad248d677f9e367d,Atopobium vaginae,82135,40
1451,CC11CM3,AJ832129.1.1391,CC11CM3SCRea9a33cbb10b4eb5aff976e4f1af8562,Sutterella morbirenis,293545,4638
1452,CC11CM3,AP012044.420887.422420,CC11CM3SCR035e14d32e294f15967dba04df8a0e52,Oscillibacter valericigenes,459786,997
1453,CC11CM3,AQOB01000015.415037.416554,CC11CM3SCR524221e75f144f86a3a8d4a22d73aa06,Butyricicoccus pullicaecorum,580596,256
1454,CC11CM3,ARCA01000059.1.1389,CC11CM3SCRc6249458cf86463bac794ac83749fb17,Streptococcus caballi,1123298,359
1455,CC11CM3,ATVE01000020.263.1778,CC11CM3SCR7f91e179d6924bd6b6339e844ae9a1e0,Bifidobacterium magnum,1121108,64
1456,CC11CM3,AWWG01000020.296.1831,CC11CM3SCR1b2a15ec6a544465b2d7df154372afcb,Coprobacter fastidiosus,1349822,215
1457,CC11CM3,AY271254.1.1433,CC11CM3SCR8a1f099ce88d46a48a347de670995636,Akkermansia muciniphila,239935,1029
1458,CC11CM3,AY514996.1.1307,CC11CM3SCR683613a89643434baa1270409f1ff279,Veillonella rodentium,248315,457
1459,CC11CM3,AY850120.1.1401,CC11CM3SCRb8e3edc05a1d485fbd7fe42b5b8dda92,Dialister propionicifaciens,308994,1775
1460,CC11CM3,AY895199.1.1345,CC11CM3SCR5599a7703b0e440396baaa1840a70ef8,Bacteroides thetaiotaomicron,818,2287
1461,CC11CM3,CP004409.113986.115545,CC11CM3SCR484ebeca2921498fa73760402be32a5a,Streptococcus oligofermentans,1301,1661
1462,CC11CM3,CP006018.25123.26635,CC11CM3SCR522af67a6fa74ea191ce674fa20595bf,Bifidobacterium indicum,1341694,183
1463,CC11CM3,FJ581026.1.1494,CC11CM3SCR2dfcc9d2ee3e4f2c81bbead875c0e6c1,Citrobacter freundii,546,40
1464,CC11CM3,FJ611794.1.1404,CC11CM3SCR78c5dad6ebbb4da48125285a7b5ae352,Ruminococcus faecis,592978,2181
1465,CC11CM3,FN813250.1.1445,CC11CM3SCR989779ce59f14c909b76bb11aaf3bdd7,Streptococcus rupicaprae,759619,483
1466,CC11CM3,GM884493.1.1505,CC11CM3SCRf6c19826146744bda8278491f04dcf44,Odoribacter denticanis,283169,652
1467,CC11CM3,HQ428099.1.1438,CC11CM3SCR2dc530d9a59d42fc888602a2856fd84b,Turicibacter sanguinis,154288,140
1468,CC11CM3,JQ776524.1.1462,CC11CM3SCRdf0e9bf344f44e60ad6fdbdb6348a43e,Haemophilus haemolyticus,726,194
1469,CC11CM3,KC311367.1.1475,CC11CM3SCR350385c43cb74475a4da3d3158d4eefc,Intestinimonas butyriciproducens,1297617,19
1470,CC11CM3,KM360064.1.1408,CC11CM3SCR91e64daf70784cabbb4e39de5f51366b,Porphyromonas katsikii,1572876,195
1471,CC11CM3,NR_025525.1,CC11CM3SCRe06733eda2634b4bbdd21fe1ee115f52,Butyrivibrio hungatei,185008,17
1472,CC11CM3,NR_028839.1,CC11CM3SCR48d4eb2f92e64e7d9886fdd98b5c6a32,Veillonella montpellierensis,187328,117
1473,CC11CM3,NR_028961.1,CC11CM3SCR6168d5abdf144e5dae96d6d11eb2362b,Faecalibacterium prausnitzii,853,1627
1474,CC11CM3,NR_029160.1,CC11CM3SCRdf6690fd52be4cfd98a00fe00c5d4b55,Ruminococcus callidus,40519,2207
1475,CC11CM3,NR_042448.1,CC11CM3SCR0577bfac0c6041b0b5721e742ff50a0d,Clostridium schirmacherense,351628,101
1476,CC11CM3,NR_043581.1,CC11CM3SCRdf8138d2b1ea47199dd65875bae6438a,Desulfovibrio ferrireducens,246191,114
1477,CC11CM3,NR_044400.1,CC11CM3SCR0660de86faba4a1789bc61bf67c84312,Veillonella magna,464322,184
1478,CC11CM3,NR_104687.1,CC11CM3SCR8a866cd287344b038c5b4b062a12a0fa,Blautia hansenii DSM 20583,537007,154
1479,CC11CM3,NR_104846.1,CC11CM3SCRea1a6446309a438993f2fe5dc8c2294f,Gemmiger formicilis,745368,1240
1480,CC11CM3,NR_113140.1,CC11CM3SCR93b82d4aa67649a9987dc42928b4723a,[Clostridium] sordellii,1505,258
1481,CC11CM3,NR_113408.1,CC11CM3SCR39b483909e924dc68b6a2e2973efb374,[Clostridium] propionicum,28446,377
1482,CC11CM3,NR_114016.1,CC11CM3SCR337fcfe1ad414ac89031ab6a89db6111,Enterococcus camelliae,453959,13
1483,CC11CM3,NR_114316.1,CC11CM3SCRd29c0ded2b5c4bcfbf717f98ffbe0f3b,Bacteroides reticulotermitis JCM 10512,1445607,1786
1484,CC11CM3,NR_117138.2,CC11CM3SCRf8e1cbc6ee05409daa3f50bc89d03f7f,Anaerostipes hadrus,649756,1371
1485,CC11CM3,NR_117867.1,CC11CM3SCR28ea3b341eca446d92423a410fb0023c,Blautia stercoris,871664,241
1486,CC11CM3,NR_118294.1,CC11CM3SCR8a3c9e7f5abc4175bcf2c7698d47afd2,Pectobacterium wasabiae CFBP 3304,1175631,31
1487,CC11CM3,NR_125607.1,CC11CM3SCRe61d8eec2e2948068c94d8458dcbb0f0,Peptoniphilus obesi ph1,1118062,8
1488,CC11CM3,NR_133689.1,CC11CM3SCR38d780d8053b4d858b98dda203539194,Aestuariispira insulae,1461337,144
1489,CC11CM30,AB036760.1.1411,CC11CM30SCR1f99d040c40647feb46e997af427217e,Pseudoramibacter alactolyticus,113287,8
1490,CC11CM30,AB219932.1.1486,CC11CM30SCRf769dfb9f0a040df8e795c9a1162f94b,Bacteroides helcogenes,290053,977
1491,CC11CM30,AB443948.1.1484,CC11CM30SCR8c3d22ef5a2e40d69cb72fe38983588c,Butyricimonas synergistica,544644,112
1492,CC11CM30,AB490812.1.1611,CC11CM30SCRd7de183d60654ba98ac732d5f24accfe,Phascolarctobacterium succinatutens,626940,246
1493,CC11CM30,AB510706.1.1480,CC11CM30SCRec04a0fada0c47f69f612d7d0f2fc58a,Bacteroides propionicifaciens,392838,2615
1494,CC11CM30,AB547645.1.1493,CC11CM30SCRdc281354d04842df88ca00f0c9c97838,Bacteroides paurosaccharolyticus,732242,1090
1495,CC11CM30,AB547655.1.1492,CC11CM30SCR4d7db1df17344dd786a96061b6511661,Porphyromonas cansulci,393921,637
1496,CC11CM30,AB588023.1.1491,CC11CM30SCRce96c8c2d2f64c759566600aa57ccd8f,Blautia glucerasea,536633,1198
1497,CC11CM30,AB599948.1.1408,CC11CM30SCRf27f912adfb740f289aed61ab8f353df,Bacteroides acidifaciens,85831,884
1498,CC11CM30,AB600998.1.1493,CC11CM30SCR6c40970defd14ba987395f3b8d4ab64e,Blautia producta,33035,479
1499,CC11CM30,AB698914.1.1392,CC11CM30SCR5bd316306b6c40e19a5be5ce0b429744,Fusicatenibacter saccharivorans,1150298,319
1500,CC11CM30,AB702934.1.1497,CC11CM30SCR1fd793fc8fae4099b65f77251ac2f8da,Clostridium fusiformis,69833,1031
1501,CC11CM30,AB793710.1.1451,CC11CM30SCR45a64e52f16b475b83a44eacd9388fe5,Anaerobacterium chartisolvens,1297424,66
1502,CC11CM30,ACBZ01000217.267.1788,CC11CM30SCR8a063c37c61b4141bf4e7b94beed00b9,Blautia hydrogenotrophica,476272,2485
1503,CC11CM30,AECS01000020.54.1603,CC11CM30SCR5682dcf83bb64b02a61ae859cd5912fb,Megasphaera micronuciformis,706434,13
1504,CC11CM30,AEIZ01000004.421.1967,CC11CM30SCRcec2e57ecef24dd589de7157f19c6a5e,Leuconostoc fallax,907931,1
1505,CC11CM30,AF319778.1.1523,CC11CM30SCR1fcd9fabc5914cd7be3ad159093eeb38,Bacteroides coprosuis,151276,3638
1506,CC11CM30,AGEL01000013.110320.111838,CC11CM30SCR37cce5eab16a42028dbebd956e5f64b9,Stomatobaculum longum,796942,382
1507,CC11CM30,AGXV01000038.141717.143227,CC11CM30SCR0a461f1e6c484f7a9e171be437f043d0,Bacteroides salyersiae,997887,1421
1508,CC11CM30,AGZQ01000032.10743.12257,CC11CM30SCR69fa41db09a245a69067eaec77e10735,Parabacteroides merdae,999420,922
1509,CC11CM30,AJ132842.30.1345,CC11CM30SCRc8c13e3727f14010b81e479bb88c500e,Dorea longicatena,88431,865
1510,CC11CM30,ALVD01000020.99.1584,CC11CM30SCRd75164326cfe4063a68dc38a36257d7b,Fusobacterium hwasookii,1216362,823
1511,CC11CM30,AP012044.420887.422420,CC11CM30SCRb19acdef12414f00ab4fd7c3609c9796,Oscillibacter valericigenes,459786,450
1512,CC11CM30,AQOB01000013.872.2389,CC11CM30SCR076be18c4a2b4ffba8825debcba8233a,Butyricicoccus pullicaecorum,580596,122
1513,CC11CM30,ATFI01000022.12.1513,CC11CM30SCReaa1e4dcf41140ba8d44255418d2032b,Bacteroides cellulosilyticus,1268240,1676
1514,CC11CM30,AWZI01000001.9619.11107,CC11CM30SCRa58b228e20d74539a8dfa89ffcad0a1e,Peptoclostridium difficile,1151415,152
1515,CC11CM30,AY136666.1.1483,CC11CM30SCR77f9b319e6924367bfc5d6843e58ac1d,Pseudoflavonifractor capillosus,106588,13
1516,CC11CM30,AY879306.1.1517,CC11CM30SCRaf040f9f939843ff931d703a73640624,Abiotrophia defectiva,46125,138
1517,CC11CM30,CP001071.320473.321977,CC11CM30SCRcb1dc523063344eebdb641ab1fc433a0,Akkermansia muciniphila,239934,1228
1518,CC11CM30,CP001859.380488.382032,CC11CM30SCR8809a14dfede46489410ebfe000ae9be,Acidaminococcus fermentans,591001,140
1519,CC11CM30,CP002544.2203321.2204832,CC11CM30SCR52fca341d3d14bf5835d478098668c82,Odoribacter splanchnicus,709991,773
1520,CC11CM30,EF406017.1.1470,CC11CM30SCRa142776b75934c51b85710e26e282c59,Streptococcus equi,1301,190
1521,CC11CM30,EU541435.1.1481,CC11CM30SCRaa528126ec68491ba7abe077e36ca00d,Flavonifractor plautii,292800,113
1522,CC11CM30,GQ456229.1.1419,CC11CM30SCRfa8aed15490a4cb59a999e7081ebd674,Streptococcus danieliae,747656,739
1523,CC11CM30,GU361827.1.1480,CC11CM30SCR9283b200894149b6acbd6e27941db1d2,Bifidobacterium pseudocatenulatum,28026,109
1524,CC11CM30,GU470887.1.1507,CC11CM30SCR603032b7013a48e0ba4656fda5f1a6fb,Alloprevotella rava,671218,478
1525,CC11CM30,HM007563.1.1331,CC11CM30SCR5d0a668d4cf146d99f6b710e90a33a9b,Atopobium vaginae,525256,86
1526,CC11CM30,HM626177.1.1372,CC11CM30SCRb0149d30bf8c4f0d86af9526448d9ac1,Blautia stercoris,871664,797
1527,CC11CM30,HQ646364.1.1477,CC11CM30SCR94b2452d5bb04064aa1ac7ec6d78ff87,Turicibacter sanguinis,154288,19
1528,CC11CM30,JMQQ01000018.149.1689,CC11CM30SCRc8609ba2b22c410e86413791b95df53c,Citrobacter amalonaticus,35703,3
1529,CC11CM30,JN787132.1.1404,CC11CM30SCR1715a980df48403794a65e305f635b69,Streptococcus constellatus,1301,298
1530,CC11CM30,JQ346729.1.1360,CC11CM30SCR1c80874ac25d4294bf436cf017c0fb48,Victivallis vadensis,172900,1
1531,CC11CM30,KJ631293.1.1406,CC11CM30SCRc4afbfde0f0b4f10ad3910595e2e4ab6,Enterobacter aerogenes,548,58
1532,CC11CM30,NR_025452.1,CC11CM30SCR26691acb2b224b2d9743bd67760010d4,Bifidobacterium scardovii,158787,38
1533,CC11CM30,NR_025680.1,CC11CM30SCR60ec38f8f8654c00839857a9703ad964,Dialister invisus DSM 15470,592028,1043
1534,CC11CM30,NR_029160.1,CC11CM30SCRe574bb999d124454a7f232dae8795576,Ruminococcus callidus,40519,1549
1535,CC11CM30,NR_041313.1,CC11CM30SCRd9e0643a2c2e4556ae61f7ed9dd96e24,Bacteroides finegoldii,338188,6022
1536,CC11CM30,NR_041364.1,CC11CM30SCR1f3401b9d5eb49139ce13c40dba2a882,Prevotella stercorea DSM 18206,1002367,1469
1537,CC11CM30,NR_041590.1,CC11CM30SCRace9b8ca7d684e43a6c510b039b300b8,Megamonas funiformis YIT 11815,742816,24
1538,CC11CM30,NR_042960.1,CC11CM30SCR62bbf03a53a64145abe5d44afd7a8155,Acholeplasma multilocale,264638,1
1539,CC11CM30,NR_102893.1,CC11CM30SCRda25d19937c54ac7a23cc7ade5b60ae2,Butyrivibrio proteoclasticus,43305,103
1540,CC11CM30,NR_104687.1,CC11CM30SCRad502f9f4ea249b891f71c15daef32c5,Blautia hansenii DSM 20583,537007,598
1541,CC11CM30,NR_104842.1,CC11CM30SCR5a0d22249f254d32ad6e4170151d9000,Eubacterium uniforme,39495,352
1542,CC11CM30,NR_104846.1,CC11CM30SCR6479a72e430a4e87b8de2cbf568812ac,Gemmiger formicilis,745368,1449
1543,CC11CM30,NR_112895.1,CC11CM30SCRee2c0dbc73c541c982705c02d2b552a5,Bacteroides oleiciplenus YIT 12058,742727,2042
1544,CC11CM30,NR_113014.1,CC11CM30SCR692fb5d30a9c4513823bc4d08192fb3a,Bacteroides rodentium JCM 16496,1236512,1234
1545,CC11CM30,NR_113360.1,CC11CM30SCR20c6044317294db3b73cbc1198f359aa,[Clostridium] cellobioparum DSM 1351 = ATCC 15832,1121303,1472
1546,CC11CM30,NR_114393.1,CC11CM30SCRf88b383bd048436a899087f9351effdd,[Clostridium] spiroforme,29348,21
1547,CC11CM30,NR_116863.1,CC11CM30SCRe7fd70e01dbf4e38ae27766c82ebf7ee,Anaerostipes butyraticus,645466,972
1548,CC11CM30,NR_118220.1,CC11CM30SCR77ecd75ecd294658b851ef56bcb3bdcd,Anaerococcus senegalensis JC48,1033733,5
1549,CC11CM30,NR_118225.1,CC11CM30SCRa333624d560f4add8dfaaaba4bb0186d,Pectobacterium carotovorum subsp. odoriferum,78398,6
1550,CC11CM30,NR_119284.1,CC11CM30SCRb64265bc34eb47df8b537f31692fe99b,[Clostridium] thermosuccinogenes,84032,516
1551,CC11CM30,NR_125607.1,CC11CM30SCR808f27027c154f1195a8f21edd600588,Peptoniphilus obesi ph1,1118062,8
1552,CC11CM30,NR_133689.1,CC11CM30SCR72b821b5e7ac49ae9bde246925e65042,Aestuariispira insulae,1461337,2406
1553,CC11CM30,NR_133762.1,CC11CM30SCR2692776e1a4d4ba7ad1cac1da0ce4773,Hungatella effluvii,1096246,8
1554,CC11CM31,AB253726.1.1456,CC11CM31SCR938fb291f89c42d3897fc9ecadb9484f,Bacteroides barnesiae,376804,2144
1555,CC11CM31,AB259061.1.1545,CC11CM31SCR71f6a8dc002a430ca6f1abd2bad318e8,Streptococcus dentirousetti,384613,472
1556,CC11CM31,AB300988.1.1342,CC11CM31SCR8ce803c244f34796a5dbec2298891577,Megamonas funiformis,437897,73
1557,CC11CM31,AB437364.1.1513,CC11CM31SCR9ffa996ccfdb451daebe4cb90b6e20c2,Bifidobacterium thermophilum,33905,418
1558,CC11CM31,AB547650.1.1476,CC11CM31SCRafba63ae29ae44c8a6d5aa8bf49c6bb7,Parabacteroides goldsteinii,328812,3532
1559,CC11CM31,AB547651.1.1480,CC11CM31SCR56bf9e3254684b3f95c9f15f4c893465,Paraprevotella clara,454154,148
1560,CC11CM31,AB574481.1.1484,CC11CM31SCRa7f5c48b965d4ada9b9472694501a6ce,Bacteroides stercorirosoris,871324,727
1561,CC11CM31,AB639141.1.1524,CC11CM31SCR1e7b0060a56a4157ad7598982897370d,Veillonella criceti,103891,201
1562,CC11CM31,AB698914.1.1392,CC11CM31SCRc2ad16d0c03d4961ae8dc9676ad0ef9a,Fusicatenibacter saccharivorans,1150298,50
1563,CC11CM31,AB916502.1.1486,CC11CM31SCR0c02dacf6962462ea25c5e12a831969f,Butyricimonas paravirosa,1472417,66
1564,CC11CM31,ABAX03000028.532.2053,CC11CM31SCR316ca67de7384e2e80c11a3fc8070404,Anaerostipes caccae,411490,169
1565,CC11CM31,ABFK02000017.223676.225190,CC11CM31SCR6750a93948034cdb87b0d2b671776bdd,Alistipes putredinis,445970,246
1566,CC11CM31,ABIY02000050.88545.90060,CC11CM31SCR127cd4f6aae74078bb4367a4a3a67b9b,Bacteroides coprocola,470145,1203
1567,CC11CM31,AFZF02000009.131503.133019,CC11CM31SCR24ff994f168241d49dc5d460cbd79c67,Peptostreptococcaceae bacterium,796939,88
1568,CC11CM31,AGXC01000001.3540.5047,CC11CM31SCR24eed0c471344b4ca606175fab5ae42d,Atopobium minutum,997872,200
1569,CC11CM31,AGXU01000052.3443.4959,CC11CM31SCR6cd642b4c9a04426ba411ef77bc626f2,Bacteroides ovatus,997886,837
1570,CC11CM31,AJ270469.1.1466,CC11CM31SCR8cfc6a6e355c4d65b03849e691c785f3,Faecalibacterium prausnitzii,853,8977
1571,CC11CM31,AP010655.181667.183217,CC11CM31SCR5828b67a1ed54d96b6b342eeeeb5ffe8,Streptococcus mutans,511691,1624
1572,CC11CM31,AQOB01000015.415037.416554,CC11CM31SCR7012325a4e5c40318fb0095ad7d1e94b,Butyricicoccus pullicaecorum,580596,177
1573,CC11CM31,AWWG01000020.296.1831,CC11CM31SCRd05d9c08838b4a5e9161a1cd25a47eef,Coprobacter fastidiosus,1349822,230
1574,CC11CM31,AY136666.1.1483,CC11CM31SCRe8e2f9ed3adb45f884a9869ad95047b2,Pseudoflavonifractor capillosus,106588,3
1575,CC11CM31,AY355142.1.1374,CC11CM31SCR29eace07eff946cf98cd2cdbcf0b2cd5,Veillonella montpellierensis,187328,51
1576,CC11CM31,CP002352.1392984.1394495,CC11CM31SCR5e7deb99cfe343d9b43ead6b9b165085,Bacteroides helcogenes,816,1541
1577,CC11CM31,CP003851.159810.161366,CC11CM31SCRbea6145fc8e04e52a8eac4460866d39d,Leuconostoc carnosum,1229758,2
1578,CC11CM31,CP004409.310245.311804,CC11CM31SCR31a332084ec04ac28cff588d7752c9ae,Streptococcus oligofermentans,1301,725
1579,CC11CM31,CP007619.663681.665223,CC11CM31SCR7f3dfb58fe054c14ae990a43144f138d,Bacteroides dorei,357276,575
1580,CC11CM31,DQ003631.1.1486,CC11CM31SCRb20a09f9a57a44ec9d6c1100209a6607,Veillonella genomosp,29465,81
1581,CC11CM31,EU136679.1.1995,CC11CM31SCR2fe06bac692a42f8b271fca5fed508d9,Bacteroides thetaiotaomicron,818,3548
1582,CC11CM31,GQ422749.1.1501,CC11CM31SCRb32d84e081f44ac0a895974d4c158406,Anaerococcus tetradius,33036,1
1583,CC11CM31,GU086206.1.1483,CC11CM31SCR46386ec6f8be4d3186cfda245c145bb9,Flavonifractor plautii,292800,16
1584,CC11CM31,GU470887.1.1507,CC11CM31SCR4958c28bb9b4463388786794ded60485,Alloprevotella rava,671218,522
1585,CC11CM31,HQ428099.1.1438,CC11CM31SCRa19040eafe3c47d19902db124410156e,Turicibacter sanguinis,154288,47
1586,CC11CM31,JGYV01000004.18610.19972,CC11CM31SCRb772d4e7d86549c28f3976c2a0471342,Bifidobacterium cuniculi,1688,146
1587,CC11CM31,JX876612.1.1435,CC11CM31SCR17d7d1f72984436a9bb7e98c7db01427,Streptococcus canis,1329,351
1588,CC11CM31,KM515974.1.1386,CC11CM31SCR035b43771590440eb42ba954c41fdad5,Citrobacter werkmanii,67827,56
1589,CC11CM31,LC010692.1.1492,CC11CM31SCRd1527c49fa1f4ed28a1568638d48d4fa,Blautia luti,89014,1351
1590,CC11CM31,NR_025960.1,CC11CM31SCR7013f6fb63cb4c22a6976718229bfba8,Acholeplasma oculi,35623,14
1591,CC11CM31,NR_026358.1,CC11CM31SCR1728cf0a07c340bab9042679d285f228,Peptoniphilus harei,54005,4
1592,CC11CM31,NR_042977.1,CC11CM31SCR9ebbc27f3b534791a281255ecc2638dc,Odoribacter denticanis,283169,98
1593,CC11CM31,NR_074634.1,CC11CM31SCR5871166853e64487861690036aa0779c,Agathobacter rectalis ATCC 33656,515619,63
1594,CC11CM31,NR_074902.1,CC11CM31SCR11e1ba5feeb04a17880f9e5b721f1ff2,Escherichia fergusonii ATCC 35469,585054,1560
1595,CC11CM31,NR_074928.1,CC11CM31SCR669f5a2f454349f59a8b41eb7648cd39,Acidaminococcus fermentans DSM 20731,591001,81
1596,CC11CM31,NR_102887.1,CC11CM31SCRd7adab8e834c4c37b7149a5d085359ee,Prevotella ruminicola,839,1425
1597,CC11CM31,NR_104687.1,CC11CM31SCRb8bbac83ba0c44f7a748129dedc998d5,Blautia hansenii DSM 20583,537007,292
1598,CC11CM31,NR_104700.1,CC11CM31SCR60d5b6c33d694b9aa02162d90697c638,Blautia coccoides,1532,393
1599,CC11CM31,NR_104846.1,CC11CM31SCR83e929d7048e4fbb8dcb473f087dbc51,Gemmiger formicilis,745368,2539
1600,CC11CM31,NR_112097.1,CC11CM31SCRd2450e7da62144b385c6e3034f3f81a6,Pseudoramibacter alactolyticus ATCC 23263,887929,8
1601,CC11CM31,NR_112932.1,CC11CM31SCR0717b6850e054acb9ac11a143f12dc31,Bacteroides caccae,47678,642
1602,CC11CM31,NR_112933.1,CC11CM31SCR32b75c3166604cc0a9db7f358b52bce2,Bacteroides cellulosilyticus,246787,521
1603,CC11CM31,NR_112935.1,CC11CM31SCR6dccb50acf6c4559a26a2cca32968d26,Bacteroides eggerthii,28111,988
1604,CC11CM31,NR_113228.1,CC11CM31SCRf02b288407d749ed84f3386f516d9ea2,Porphyromonas bennonis,501496,312
1605,CC11CM31,NR_113231.1,CC11CM31SCRd3b95f3a989d41438cf0eae55f27a0b4,Blautia glucerasea,536633,603
1606,CC11CM31,NR_113317.1,CC11CM31SCRa7935ac2329545f384b30deca09fa668,Fusobacterium canifelinum,285729,1144
1607,CC11CM31,NR_114080.1,CC11CM31SCRfd73b3fce77942a99d9e5abbd60be416,Escherichia vulneris,566,4451
1608,CC11CM31,NR_116747.1,CC11CM31SCR9760e00ac6d74dda8ae8d244d45fbe85,Ruminococcus faecis JCM 15917,1298596,1323
1609,CC11CM31,NR_118156.1,CC11CM31SCRa66270e4dfb14106b97fa389f9bc637a,Oscillibacter ruminantium GH1,1007096,182
1610,CC11CM31,NR_132596.1,CC11CM31SCR89668c3847a14ac68ce6153f272e8b53,Klebsiella alba,415850,127
1611,CC11CM31,X72867.1.1547,CC11CM31SCRfe2709bd7e9c44d087c6204bc7fbc93f,Phascolarctobacterium faecium,33025,613
1612,CC11CM32,AB219932.1.1486,CC11CM32SCR753c1878b8c5449faff31e10f3127ad7,Bacteroides helcogenes,290053,609
1613,CC11CM32,AB253732.1.1458,CC11CM32SCRdb68ddca17534649b770b9b2cd3da4fc,Bacteroides gallinarum,376806,1801
1614,CC11CM32,AB470345.1.1487,CC11CM32SCR8eae2c07aeeb44188f8a9e00091672e1,Parabacteroides gordonii,574930,3836
1615,CC11CM32,AB547637.1.1490,CC11CM32SCR3515f75dd88f41d68aeedfadd75f1199,Bacteroides chinchillae,671267,1407
1616,CC11CM32,AB599942.1.1409,CC11CM32SCRdb1f1ec3d40841d7a17d9819dd5a6e9a,Bacteroides acidifaciens,85831,751
1617,CC11CM32,AB599944.1.1409,CC11CM32SCRc941488d51844d71ae74e56f7cf84009,Bacteroides intestinalis,329854,1154
1618,CC11CM32,AB600998.1.1493,CC11CM32SCR9bcdfb8acf9a452fb37e8182c611e4b0,Blautia producta,33035,171
1619,CC11CM32,AB661433.1.1495,CC11CM32SCR9f2aa7a3b1344ab4bbe8920e184446aa,Roseburia faecis,301302,121
1620,CC11CM32,AB698912.1.1514,CC11CM32SCR977a1b04fed64b16b13fc9a020e74375,Fusicatenibacter saccharivorans,1150298,37
1621,CC11CM32,AB793710.1.1451,CC11CM32SCRee9d985230d5434686dc5c6ef76bd088,Anaerobacterium chartisolvens,1297424,22
1622,CC11CM32,AB910751.1.1495,CC11CM32SCR5d537df396c64c0eb73f3165ac7bad0d,Blautia hydrogenotrophica,53443,127
1623,CC11CM32,ABAX03000028.532.2053,CC11CM32SCR01d3b94e8a7d402190bc9630f0377733,Anaerostipes caccae,411490,458
1624,CC11CM32,ABFX02000008.225014.226528,CC11CM32SCRd402752862a24a0da264541fa732a6fd,Erysipelatoclostridium ramosum,445974,164
1625,CC11CM32,ABFZ02000010.54.1555,CC11CM32SCR538b969a9405424da81e36ec54e65647,Bacteroides stercoris,449673,673
1626,CC11CM32,ACZK01000043.3670.5190,CC11CM32SCR43274fa61cfa412aa323f0b97dc61fd7,Alloprevotella rava,679199,243
1627,CC11CM32,ADLU01000111.254.1772,CC11CM32SCR2598adf87d874bab9ef133757427f222,Dorea formicigenerans,742765,648
1628,CC11CM32,AEQR01000024.3358.4894,CC11CM32SCRe9f7ecec142443ae9015dcc70a0a6f1c,Streptococcus australis,888833,1411
1629,CC11CM32,AF010251.1.1373,CC11CM32SCRf5bccf09528d44aeb88fcd7b8f3fc3b7,Klebsiella granulomatis,39824,81
1630,CC11CM32,AGEL01000014.278829.280347,CC11CM32SCR3cbd4d84b9314eeb933ed895cc5c5ec5,Stomatobaculum longum,796942,8
1631,CC11CM32,AGXE01000017.39628.41144,CC11CM32SCR80e61d6255c64f0aa527454a46248270,Bacteroides xylanisolvens,997892,850
1632,CC11CM32,AJ270473.1.1454,CC11CM32SCR748a36ef7ab94e27b97147fc0b237f91,Roseburia inulinivorans,360807,190
1633,CC11CM32,AJ307888.1.1502,CC11CM32SCR8e70ce166b42434b846eb78bddb2d75c,Streptococcus gallinaceus,165758,848
1634,CC11CM32,AJ606046.1.1506,CC11CM32SCR8c4fb30f2ef140c5a81bc3c49e43857f,Streptococcus halichoeri,254785,4401
1635,CC11CM32,AJ832129.1.1391,CC11CM32SCR97fc849ccb774a1498d4300125483202,Sutterella morbirenis,293545,666
1636,CC11CM32,AM050562.1.1536,CC11CM32SCR71e027f2f4b8467791dd19ff51badff6,Enterococcus inusitatus,337306,11
1637,CC11CM32,AM055815.1.1411,CC11CM32SCR31fe9c92cd51493f8cb88f859a3138a5,Roseburia intestinalis,166486,472
1638,CC11CM32,AQOB01000012.1002.2519,CC11CM32SCR69d8c6724ef04f6f9a36d447df890671,Butyricicoccus pullicaecorum,580596,16
1639,CC11CM32,AY136666.1.1483,CC11CM32SCR623536729af347f9863e508e41eb02cb,Pseudoflavonifractor capillosus,106588,6
1640,CC11CM32,AY278617.1.1441,CC11CM32SCR4751cf2091314634bf52922bc8fd3eea,Fusobacterium genomosp,848,1328
1641,CC11CM32,CP000139.4743140.4744649,CC11CM32SCR1a2e3411f6bf48228c31f5cb9ae02989,Bacteroides vulgatus,435590,979
1642,CC11CM32,CP003068.263276.264812,CC11CM32SCR3769608a4f8d436ab8758932b764db97,Streptococcus pyogenes,487215,2122
1643,CC11CM32,EF060091.1.1426,CC11CM32SCRbccfb2d73d74498db5b4cf1c300d94c9,Acidaminococcus fermentans,905,31
1644,CC11CM32,EU156757.1.1329,CC11CM32SCR35a9b28bcb4f4e2a9ba7394766fd436f,Streptococcus cristatus,45634,1059
1645,CC11CM32,FJ611794.1.1404,CC11CM32SCR775edef950394eec9dffe37c01e9be14,Ruminococcus faecis,592978,606
1646,CC11CM32,GU086205.1.1480,CC11CM32SCRa7c41a9ea70b41768d56c8ae1e3abe5b,Flavonifractor plautii,292800,16
1647,CC11CM32,HG003646.1.1443,CC11CM32SCRfe17e7c2107442dc83ea3a884dff1dce,Enterobacter ludwigii,299767,39
1648,CC11CM32,HM534838.1.1397,CC11CM32SCR41198cbba3394169889c07941b488df5,Bifidobacterium indicum,1691,57
1649,CC11CM32,HM801866.1.1390,CC11CM32SCR6aa9ad250517449f979ad4f04f25f14a,Peptoniphilus rhinitidis,162289,3
